No,Nama,Komentar,Rating/Rate
77,Malzakiel,"Kimi no na wa is a great exemple of what a good anime movie should be. The visual art is well done and the SFX are outstanding. One thing I liked a bit less is the soundtrack. Sometimes, the ST was not representing what was happening on screen. Also, I found it a tad boring, meaning that it looked too simple at times. However, most of it was okay to excellent. I liked how the characters did not take too long to understand what was going on. That was a good example of teamwork! Kimi no na wa has a rich story, great developement and an insane plot twist. It was fun to watch, and if I can give you a suggestion: if you find yourself not understanding what is going on, be patient; everything will come to you in time.

So to be clear, here are the Pros:
-Rich story/developement
-Great character design and behaviour
-Smooth, fancy, well drawn visual art

Cons:
-Soundtrack is lacking coherence at times
-Story might be hard to understand right at the beginning.

Great anime, 9/10 rating. Thanks for reading my review of Kimi no Na wa.",9
78,cordarr,"What. A. Masterpiece.
My mind was blown away by this amazing piece of art produced by Makoto Shinkai. A movie that should be on your watchlist regardless of whether you watch anime or not.

The plot is original, the characters are interesting and relatable, the visuals stunning, and the music from RADWIMPS is a cut above the rest. Your Name is one of those films that leaves a lasting impact on the viewer. I was left feeling empty as it ended, as I remembered that I had to come back to reality. Not many movies have made me feel this way. Definitely a must-watch.",10
79,spitfiire,"""Your name"", nostalgic isn't it?
Two powerful words used in the conversation between two people who have just meet, thinking that bond will last forever, yet as years go by and ""your hair eventually turns gray"" we tend to forget who we are and who we were.
Who you loved, who cared about you, who helped you, who...was always there for you when you were younger. We cant go against this law of nature, this flow of time, this forever lasting curse that is called memory. For we humans are the peak of evolution who have a built in instinct to survive,adapt and overcome any obstacle that is in our way including human emotion and memory.
Yet this movie gives you the impression that there is still hope, that there is still that one shinning star in a gloomy sky who illuminates the way in front of us.
I do not write reviews, so bare with me my brothers and sisters for this movie is such a masterpiece that you cannot just write this review with minimal effort.
Note that i will try NOT SPOIL this movie for you in any way, if you think that i have in any way overstepped my boundaries feel free to inform me and i shall remove/edit it asap.
Now without further ado let me begin.

Story: 10/10
The plot is simple and unusual, and yes i have already watched 5 Centimeters Per Second, i mean who hasn't?
So maybe i am giving it a 10/10 for the plot simply because i can somewhat relate to the movie + i am a sucker for romance, overall its just my opinion.

Art: 10/10
Nothing to say here, if you watched the trailer for this movie you already know that these people put in a lot of effort into making it thus it would be unfair to give it anything less than a 10, heck i would rate it even 11 if i could.
The animation is breathtaking and flawless, simply said : Omigoto *claps*

Sound: 9/10
Well if you watched the movie you should have noticed that some scenes are just ""Wow the feels"", what i mean by that is some soundtracks are perfectly selected for some scenes,for example scene 1 and soundtrack 1 are in perfect harmony which equals to perfection, while some are like scene 2 + soundtrack 5 equals to just ""meh"", there is no harmony in that, if you catch my drift?
If you don't understand what i mean ( cant blame you tho, i am a complicated individual) then just watch the whole thing and you will hopefully notice these little details.
But overall i gave it a 9/10 because they almost did it flawlessly, note that this little thing is not going to affect my overall opinion.
But like they say ""You watch it, you rate it. ""


Characters: 6/10
I am always rough on the whole character thing to be honest, but to keep it plain and simple.
I am a sucker for romance, the emotions are there, the voice actors did their part yet why am i giving it only a 6 out of 10?
Cliche friends, cliche.
You can notice all these traits almost in every genre/tag in the Romance section.
The two MC are nothing new in this department, clumsy, likable and did i mention clumsy. If you find this sentence to be a spoiler then my man/girl you probably forgot to do your homework. I know its harsh, i know i am a baka but please do not hate on me for this one people..

Enjoyment: 10/10
Nothing to say except Shinkai Makoto, you the man.
If you watched 5 Centimeters Per Second you know what i am talking about.
This man know his stuff, he knows how to punch and always saves his best punches to finish you off.
Just watch it and you will know what i am talking about.

Overall: 10/10
Really enjoyed this work of art, haven't boarded the feels train in like a week, you know the rest.
Moral of this story is quite simple and quite the hard hitter.
I won't give you the details but know this.
Enjoy your life, never forget the bonds you already have, try to keep and cherish them for as long as possible.
Value your opinion and of course respect yourself and your family.
Keep moving forward without looking back because you never know what the future hold in store for you, maybe just maybe you get one more chance from life to try something with someone you love and cherish.


Keep it real you beautiful people and i hope you have a nice day.",10
80,kaizersaber,"I’ll be honest when I say that I never really wanted to watch Kimi no Na wa. There was always too much hype around it and it wasn’t until about a year later that I finally decided that I should pick it up. In particular, I was feeling bitter and sore about how this anime managed to jump to 1st place on MAL in scores, besting my favorite anime, FMA:B, for several months when it was first released. I thought to myself, “How could there be ANY anime that could even compare to FMA:B?”

In fact, I was appalled by the fact that this wasn’t even a TV series anime - Kimi no Na wa is just a single movie. I had my doubts. Can there really be sufficient character and plot development in a mere 1 hour and 46 minutes of screen time? Can a story which is centered around the cheesiest anime trope - a high school romance - really be any good?

I am glad to say however, that I was pleasantly surprised at how Makoto Shinkai managed to deliver so much, so succinctly, in this anime. The plot is surprisingly delightful - it wasn’t perfect, for sure, but it was interesting enough to keep you sitting through that without feeling one bit bored. The characters were really as rich as they could be for an anime movie and I would gladly welcome spin-offs to grant deeper insight into their backstories. But this anime impressed me the most with its jaw-dropping, stunning visuals and of course an amazing, beautiful musical score to go along with it.

To put it in the voice of the main cast, Kimi no Na Wa was absolutely…",10
81,Sly1206,"This is literal perfection. It is impossible to put in words how amazing this movie is, but I will try my best.
When I watched this show I was very doubtful on how good was. I heard for from and online source that is a great movie and a must see for anime lovers, along with it being #17 in ratings. However after I watched it I was blown away. It made me feel a combinations of different emotions that I can't really describe, it actually gave me a adrenaline rush.
I feel in love with characters and rooted for them throughout the film, the story was compelling to watch play out. The art was absolutely beautiful the best I have ever seen in a movie. The sound and music were great pulling me and immersed myself into the film. I had great great time watching the movie and it is my favorite movie of all time now if you hadn't seen it then your missing out from an experience of a life time",10
82,Anyi_lizethBuwan,"Now, to start off:
At first, this film may not seem all too interesting and it may appear to be just a standard “romance” animation between two characters - I was starting to think that at first, but I don’t mind things like that anyway. However, this film is definitely worth putting in the effort to watch all of it; this is because it transforms into one hell of a film. Personally, I find the thought of swapping bodies with each other both amusing and also quite interesting as well as the silly antics that the two protagonists get up to as soon as they realise that they have swapped bodies; I loved how they interacted with their family and friends and I found it sweet how traditional Mitsuha and her family were.
However, this where the film takes a dark turn which I was so shocked to see but I also loved it at the same time; this is where the film begins to get really good but also really sad at the same time. As I mentioned, the first premise of the film highlights how the two protagonists react when they find out that they occasionally swap bodies whenever they wake up in the morning and then they start to tease each other as well as laugh and have fun; but this is the last bit of their happiness.
When Taki goes to try and visit her for the first time, he finds out the place she lived was no longer - many people thought that was delusional for this, but the “place” that she “lived” was just a massive crater due to the fact that a meteor had hit it three years earlier killing upwards of 500+ inhabitants (almost a third at the time).
This is evidently quite a shock to Taki because he always thought that they were just interacting with each other in real time, but no, he was swapping bodies with a girl who lived 3 years ago. Ergo, Taki then tries his best to try and save her - he tries to do this by by managing to swap bodies with her one last time in an attempt to warn the inhabitants that the meteor is going to split in two and that extra bit that fell off will devastate their local districts. In attempt to do this, he also visits the shrine in which Mitsuha and her sister lay “a part of themselves” for them to come back to this realm after they were gone. Well, this worked because they managed to see each other via the use of “twilight” (also known as “golden hour”); however, as they get closer to saving each other, they begin to forget each other’s names - they know that they must save someone special to them, but they just cannot remember their names (hence the name of the film, “Your Name”). Mitsuha could have gotten their districts saved a while sooner, but her dad refused to listen to her (who is the mayor of their town/village). After failed attempts at getting people to leave, we finally see the meteor crashing down into the village and destroying everything in its path - sad music plays at the time, I honestly thought they had failed (I believe that’s what the producers were wanting us to think).

Honestly, my review does NOT do this film enough justice; no wonder it is the highest grossing animated film in Japan (Japanese anime film, that is) to date. This film’s story is both comical yet absolutely heart-wrenching and it certainly had me in tears at the end of it because I didn’t think they would.",10
83,Narzik246,"The story was very well made and very straight to the point, it did a good job of making you wonder what's happening, but also it lets you know what's happening.

The art style and animation were very smooth and fluent, I would've continued watching even if the story was boring.


Before I watched this the ending was spoiled for me and thought ""I won't be satisfied with this ending"", but I was wrong because after watching the whole thing this ending is pretty suiting/fitting.
I always procrastinated from watching this anime for 2 years and I now wish I watched this the moment it was released.",10
84,zimpp,"This movie is actually something that could change the way you look at some of the things that happen in life. I really enjoyed watching this amazing movie, because it made me look different to what I feel and made me realize that no matter how impossible it looks, you need to keep follow your dreams. I'll try keeping my review spoiler-less as much as I can

I gotta say that I got pretty confused about this switch of Mitsuha and Taki, i couldn't know when Mitsuha is really Mitsuha or Taki in Mitsuha's body, excluding this little problem, the movie was so great and I really recommend it to anyone ^^

Kimi no na wa, a great movie",9
85,Pageplant,"I don't often watch stuff like this, but I watched this one with a person very dear to me. It's a beautiful and romantic movie which doesn't do anything special, but still manages to avoid the biggest and most cringe cliches of the genre while being interesting and touching. It has some beautiful thoughts, scenes and ideas and I can tell that I will remember it with a smile and nostalgia later in life. It isn't a masterpiece in my opinion because it's very fast and we don't have the time to start caring for main characters that much. Still, I recommend it to everyone who loves a beautiful movie.",9
86,rikimaaru,"Probably my first review. I might have written one before, but I'm not a pro at this but I'll do my best to convince you to watch this movie because you share good things that make you feel warm inside to other people so they may feel warm inside.

I was able to watch the World Premiere of this movie at Anime Expo July 3, 2016. I have to say it was truly an amazing movie.

There might be some spoilers-but not intentional-in this so read at your own risk.
I'm rating this a 9 because I tend to suspend my disbelief to the fullest due to my personal bias for Shinkai films. There are unanswered questions and whatnot, but I don't care about that. Just know that it isn't perfect and that there are kinks but for the somewhat realistic review of this movie, I will not be giving it a perfect score across the board as much as I'd love to.


Story:
This movie is probably at the top of my list, if not very close to the top, of my favorite movies. The story was nothing like I personally had ever seen but still had Shinkai's generic boy-meet-girl plot. A city boy and country girl are connected through time because of this comet that comes every 1000 years or so and they end up trying to meet. They one day wake up in each others bodies, without knowing anything about the other and end up exploring and falling in love(?).

Art:
If any regular tv anime was able to produce at this quality, I'd be watching everything just for the art. Shinkai sets a whole new standard in animation and cinematography. I'm a fan of scenery and with Shinkai's creations, it's impossible for me to rate it anything under 10.

As with any Shinkai movie, he adds another depth to his art. His well-crafted CG animations are so high-quality and well thought out so that everything just looks as breathtaking as possible. It's almost as if he has broken through the dimension of animation and entered reality-just an exaggeration but you get the point. Even if you have your eyes fixated on the focal point of each screen you can't help but notice the details he puts in the background. I was able to purchase Shinkai's art book regarding '5cm per second' at AX also, and it truly was one purchase i won't regret. Each scene is just so wonderfully crafted to capture the emotions and keep it flowing through the scenes to come.

Sound:
Shinkai employs one of his favorite bands-RADWIMPS-to create a soundtrack for him. They had the script I believe about a year and a half ( not really sure) beforehand to be able to create the compliment to his masterpiece. The soundtrack was wonderful. I had no complaints about anything other than the fact that I have to wait for it to come out. RADWIMPS definitely delivered a high-quality score that is able to capture the feelings of the moments and put it out. The score also was able to flow with the direction of the plot and characters that it felt so natural for a song to come out.

The voice acting in this was also amazing. The actors did a wonderful job, especially the voice of Mitsuha, Mone Kamishiraishi. Her voice was beautiful and I definitely felt the emotions behind her voice in particular scenes which I grew more attached to after finding out that she's still new to voice acting. The male lead's voice actor Ryunosuke Kamiki is more experience and therefore was also able to fulfill the role fully. Their voices were wonderful and fit the characters to which they were assigned.

Character: ( I suck at this so you can skip this part. then again I'm a noob when it comes to writing reviews.)

Given that this is a movie, their developments early on aren't too complex. It becomes established they are simple teenagers in their respective niches in the population, but somehow as the story progresses we are given more and more complexity to their character but not the depth you'd see in a television series. The story definitely played a big role in developing them. The side characters just are there, the typical discovery-help protagonist-gone type of deal. Not too much on the side characters, a few moments here and there which helps the side characters feel like a natural part of the characterization of the two leads.

Enjoyment:
I have to say I was not bored a single moment of this movie. Maybe it's because I'm such a fan for Makoto Shinkai films or that I was able to attend the world premiere at my first Anime Expo, but this movie kept me on the edge of my seat. I was interested in the movie and there were some cringe worthy moments but not without a few gags here and there. It was a well-crafted movie to keep you entertained but isn't enough you make you watch this over and over and over again. It's one of those gems you watch again every blue moon. You watch it when it's nearly faded in your memory so that you may experience a wonderful movie once more. It's also a romance genre film, and I'm a fan for romance so this also allowed me to stay interested.

Overall:
If you like HD pictures, scenery, romance, science and anime, this movie is worth watching. Some may not agree with the ratings and that's totally fine- to each his own.

But as for my 2cents, this is a well crafted movie filled with stunning graphics and scenes driven by a romance plot centered around two teenagers from different worlds connected by some cosmic event filled with a wonderful soundtrack.

I would recommend this to you if you like any of the aforementioned categories above. I've already been bugging my friends to go watch this as soon as it becomes available.",9
87,LazyPanther,"I went into watching this movie expecting a masterpiece but I was left kind of underwhelmed at the end. My review will focus more on the flaws of this movie because this movie has been praised many different ways and nothing can be said that hasn't been said before.

Don't get me wrong this movie was really enjoyable. Animation, visuals and soundtrack are amazing and top notch.
Story was good as well.

But there are some issues with the execution of the story. In the beginning there is a problem with story-telling like some events critical to the plot occurring off-screen then being told about in third person the next day. Its always better to show, not tell. Because of this for the first 30-40 minutes, at times, there were some pacing issues where the plot seemed to drag. The plot seemed unfocused at times where important plot points are put aside in favor of side stories. This kind of story-telling would have been fine if it were a 12-episode anime but for a 106 min movie every second counts especially when you are dealing with 2 stories that could have been 2 separate movies.

The main characters' relationship was somewhat under-developed. First there is some body swapping with accompanying comedy and then there is some hint of mutual appreciation and care. Then a montage happens and then we are literally told ""they like each other, so root for them"". For a movie that relies heavily on romance to drive its plot there needed to be some significant development of romance early on. So it could act as an effective catalyst for the last half of film.

There were also some major tonal shifts at times from standard rom-com to straight up tragedy but this was somewhat necessary to keep the movie enjoyable without being too heavy handed.


Before watching it I was kind of pissed about this movie not being nominated for an Oscar. But after watching it I get why it didn't get nominated.

Overall this movie is really good and enjoyable but don't expect it to be a masterpiece.",8
88,tehnoobcakez,"Kimi no Na wa is an aesthetically stunning and musically breathtaking masterpiece by director Makoto Shinkai which builds upon his previous works to deliver a film which is both fulfilling and thoroughly enjoyable. Watch it if you have not done so already.

What Kimi no Na wa presents to the audience is the maturation of director Makoto Shinkai's work. Those familiar with Shinkai's previous works (for example Byousoku 5 Centimeter and Kotonoha no Niwa) should be accustomed to his tendencies of creating bittersweet and unresolved endings; love him or loathe him, Shinkai's latest work demonstrates a slight deviation from this usual style. While the finale of the film remains relatively open-ended, there are many more reasons to be optimistic for what comes after than compared to his previous works.
",10
89,Zelev,"Let me start off by saying this is a movie that is heavily ""supernatural"" driven. While other shows may contain supernatural elements, they fail to lay out the foundation of those very elements until it is convenient; in other words, they usually wait to explain until the very end. However, with Your Name, it was laid out from the very beginning. By doing so, it marks a consistency and gives itself time to explore its world while not leaving you in the dark about the paranormal that is at play. This was one of the movie's essential strong points.

From the starting point, a comet was able to be seen by people from many places - two in particular. While the heavily populated city life brings up this sense of individuality and independence, the more community-based counterpart has a motif of connectivity and unity. Understandably, the contrasts of living in an exciting city or serene countryside - reinforced by the undeniably attractive visuals - is enticing to any eye. One could argue that anime, a form of art, is intended to make you feel, or make you think, or simply to be enjoyed. Although, one should also ask themselves what the perspective really is when viewing someone's story. Every good story should have a purpose, and every purpose should be supported by its story. Makoto Shinkai's works are similar in the sense that they are on an emotional spectrum with a sensitive side rather than a philosophical one more grounded to reality. You could debate about whether an anime is ""realistic"" or not, but then you would lose sight of the point. Kimi no Na wa ends up fabricating an interesting spin on the theory of time travel by implementing a supernatural twist of body switching along with it. However, by creating a reason that triggers these two elements, it manages to combine them both.

The body switching aspect playfully reveals the lives of our two main characters, the adventurous Mitsuha Miyamizu and the diligent Taki Tachibana. Mitsuha lives a more traditional and spiritual life while Taki lives a more modern and covetous lifestyle. While being in each other's bodies, they learn the little details about each other and grow to understand or respect one another's viewpoint. They, quite noticeably, influence and grow as individuals despite the unconventional role of communication or interaction. The prevalent theme of being connected is both shown from a direct and indirect position; from a straightforward supernatural approach to a much more broader concept of the ""universe"" in an intangible, spiritual sense. This theme is particularly supported by the comet itself that is present from start to finish. While the themes were certainly consistent, Kimi no Na wa's message is made evident by the ""divide"" in time and polarity of differences.

Overall, Your Name has an unyielding story right down to the title. Although it may not be on the realistic side, it is certainly an interesting and engaging experience that manages to deliver its overarching message of looking at the bigger picture.",8
90,Project_Pems,"Easily the weakest part of an amazing movie. Suspension of disbelief is mandatory:

>Some characters could actually be removed and the story wouldn't change very much (Like, say, Tsutomu, Okudera, and Mitsuha's father). Taki and Mitsuha as characters were never developed enough to require so many characters anyway.

>The concept of body swapping is never explained, and the rice wine scene not only complicates things, but also feels even more contrived. And we haven't gotten to the scene where they meet up. So much time wasted trying to figure that out.

>How did they not check the date differences while in each other's bodies? It was very clear they still remembered who they really were, even if they didn't remember spending time in each other's bodies. The part where the messages delete themselves is even more ridiculous, and why does Taki keep a cord that a stranger throws out for him?

>There's one part where Taki doesn't write his name in Mitsuha's hand, letting her forget him and nearly walk away from him at the ending. Honestly felt like a forced attempt at making the audience question if Shinkai was going to pull another 5 Centimeters. Wouldn't have worked perfectly either way (Still would've enjoyed it though).

Art: 9.5

Not much to say, other than praise. Absolutely amazing art. The comet and the lake were honestly some of the most surreal and incredible things I've seen in anime. The only gripe I have is the character designs.

It's difficult to describe how I feel, but to put it briefly, the characters do not feel endemic to the movie. If one were to take the characters and place them in a forgettable slice of life romcom, they wouldn't really be that out of place.

Sound: 8

Music in this movie is not that memorable. However, some parts where the music played was absolutely spot on. The use of rock music doesn't take away from the movie at all. The voice acting was also spot on. Mitsuha's voice is strangely pleasant to listen to, and I hope she does more anime roles in the future.

Characters: 7

Many characters that were in the film itself were almost completely unnecessary. Taki and Mitsuha's lives are glossed over, and the film had characters that led almost nowhere. Mitsuha is shown having problems with her father, but they never get resolved. Okudera and Tsutomu could've been removed from the movie and barely anything would've changed.

Enjoyment: 10

And yet, despite all it's flaws, I greatly enjoyed it. I would still recommend this to people who are bored and looking for something to keep them for a while. Still, I can't help but feel as though this movie should've been an anime series. If they had put more emphasis on Taki and Mitsuha's backgrounds and took the time to explain the body swapping, this could've been a masterpiece.",8
91,macklez,"I would give this movie a 9.3 overall if I could put decimals. My enjoyment on the 10 scale is at, like, 12. I highly recommend that anyone should watch this but especially if you are into more atmospheric movies. There aren't many other movies like Kimi no Na wa that will build an atmosphere and then drive it through (that I know of) the way it was executed. I even recommend listening to the entire OST before watching. Then watch the movie, and listen again. Overall, Kimi no Na wa is definitely one of my favourite anime movies out there and I highly recommend to watch it.",9
92,CCshinobi,"Kimi no Nawa is up there with the quality of work Studio Ghibli makes. It’s a journey in a world breathing with atmosphere, mystery, and visual wonder. A journey about growth and resilience in the face of overwhelming odds. A journey about human emotion that transcends space and time, as we watch our two protagonists struggle relentlessly against fate. A journey that might just be one of the most captivating anime movie experiences I've had in years.

Director Makoto Shinkai’s artistry is something people tend to love or hate, but this film is solid proof to all of his disdainful critics that his movies were never “just eye candy”. They explore the nature of life and relationships in quiet ways rarely seen or discussed, which is why most of them are not fast-paced or action packed...and why they are so beautiful. But even if you’re not a fan of this kind of style with its major use of metaphorical imagery and mixture of subtle and explosive emotions, definitely give Kimi no Nawa a chance. This is by far his most ambitious, original movie in many ways. For instance, there’s an actual mystical element to the story apart from his previous films that are set purely on realism. The pacing is a lot faster and intense. There’s a surprising amount of humor in the script, making the chemistry between the characters more light-hearted and comically entertaining than expected. All of this is done through a narrative vision so emotional, so brilliantly realized, that I’m pretty sure everyone at the Anime Expo world premiere screening was tearing up, including me.

Without spoiling, what mainly drives this film's story is the dynamics of our main characters’ relationship. The way these two interact is just so unique and lovable. The premise itself allows them to bond on a more personal level, far more intriguing than the usual teenage love story where boy meets girl, boy likes girl, boy gets girl. Eventually, you become so invested in their strange relationship, that when all the action goes down, it's no longer just suspenseful - it's almost heartbreaking.

Editing and sound design play a HUGE role in this immersion. There’s rarely a single dull moment because of how gripping and emotionally driven the timing of every cut is. The sound design combined with a beautiful music score is outstanding - subtle and moving when creating atmosphere, powerful at times of dramatic conflict. In fact, the same can be said for pretty much all of the visual aesthetics - which if I haven't already mentioned, are amazing. This is a prime example of astonishingly jaw-dropping animation combined with powerful storytelling.
Kimi no Nawa is not just any anime movie. It has the potential to be viewed and studied as art cinema. It’s so beautifully crafted and meticulously detailed, I feel like I didn’t even cover 80% of its greatness in this review. To do that, I would have to make a spoiler analysis review, and to do that, I would probably have to see the movie again, maybe a couple more times before I can fully appreciate this nearly flawless masterpiece.

I know I sound like I’m fanboying, but I’m being fully honest here - if Director Makoto Shinkai keeps this kind of quality up, he is going to be an even bigger name in the anime industry for years to come. Remember Your Name long enough until it's available in your country, if you're not seeing it in Japan theaters. Because trust me, you're not going to forget it.",10
93,Naneo,"This is the first anime movie i've ever watched and it bring a great expectation to me. When someone mention anime movie this is the first thing that crossed my mind, the movie is just so iconic. Thanks to this now i can dive into anime movie, at first i'm scared that this won't meet my expectation because movie is shorter than anime and it will lack of story or character. But no, it is higher than my expectation and now i can safely say that anime movie is also great.

If you haven't watch this movie yet, go watch it. I can't guarantee that you will like it or anything, but you will get a good experience with it. Even my brother that isn't into anime really like this movie when i encourage him to watch it. This movie is a masterpiece and no one can change my mind.

Thank you for reading my review.",10
94,Goldsofa,"When I was in middle school and high school, I was the boy that sat in the back corner of the classroom and observed everyone. I liked and hated everyone almost equally. Sure, I had a few crushes, but I didn't talk much and just dismissed them as a fantasy. A waste of my time. So when I watched 5 Centimeters per Second, it pissed me off. I hated the characters. I hated the story. I hated the lack of fluidity. When I read that the director, for what I then thought was a piece of trash, was named Makato Shinkai, I made it a point to never watch anything by him.

Then I saw Garden of Words.

As much as I hated 5 Centimeters per Second, I still acknowledged the insane attention to detail in the animation. Garden of Words was no exception, but the story completely caught me off guard. I wondered if such a work was by the same director. It was only later that I understood, and appreciated, the intention to the emotional ambiguity that is so prevalent in his early works. For those of you who watched Garden of Words, you will know that there is an emotional stance that is made. I think that was the scene where Makato Shinkai truly found his rhythm.

Kimi no na Wa (Your Name) is a story that shouldn’t be relatable. Yet, it resounds deeply in all of us. It shouldn't make sense, yet the scene placements couldn't have been clearer. The characters should be despised, yet I find myself fascinated by them. When I finished watching, I just sat there dumbfounded. Needless to say, it was beautiful. Not a lot of movies or anime do that to me. In fact, the feelings I had were very similar to what I felt when I watched Spirited Away for the first time 10 years ago.

Makato Shinkai was very deliberate in what scene he placed where in the story. Every dialogue, every frame, every detail has a meaning. There was not a single second that can be deleted from this movie without losing the meaning. EVERYTHING is calculated flawlessly. This reminds me of the scene in Bakuman when Shujin and Saiko decide to switch gears and do mainstream manga instead of cult manga. Mattorai said something very interesting, mangakas can make manga in two ways: at random - coming straight from the pen to paper in order to keep everything fresh and unpredictable, or calculated to such a high degree that every plot line seems to be unpredictable when it really isn't. As you can imagine, being calculated is unprecedentedly difficult, leaving a majority of the famous mangakas to write randomly without too much thought. If such is truly the case, then there is no way that Kimi no na Wa could be written without thinking it through and through - which leads to question how much of a genius Makato Shinkai truly is.

It's been roughly 500 words and I haven't analyzed a single element of the movie yet, and in truth, I don't think I will. This movie is rare… unimaginably rare. Nothing like it will ever exist. I don't see any justice in reviewing something like that so early. There shouldn't be a debate on whether you should watch this movie or not. History will undoubtedly look at this as a classic.

It's pretty apparent that I gave this review, if you can call it that, to much of a biased praise. I can write an analysis on the symbolism, the plot structure, the character duality, and so on and so forth, but I don't see the point in it. Giving such a winded explanation isn't proper at this time. 20 years from now, when people criticize future anime, they will most definitely quote scenes from this movie. An analysis to this movie will come, and without a second thought by some. But, I think that, for now, watching and appreciating is the best we can do.",10
95,Tozzy,"Taking ‘put yourself in someone else’s shoes’ to a whole new level, the latest film from director Makoto Shinkai (5cm per Second, Garden of Words) is a heartfelt exploration of empathy, love and loss. Kimi no Na wa (otherwise known as “Your Name”) revolves around two characters, Mitsuha and Taki, who are caught up in a strange phenomenon that allows them to see into each other’s lives. Mitsuha lives out in the countryside while Taki is a Tokyo resident, which means the pair have a window into places they’ve never seen or experienced before. The strange moments they both go through naturally lead to conflicts but eventually their situation evolves into something much more profound. It’s funny, sad, horrifying, uplifting and mesmerising all in equal doses. Kimi no Na wa will reward you the more blind you go into the film. It’s a fairly simple story, filled with common themes, but elevated into something very memorable.

Shinkai has progressed beyond simply exploring concepts of love to actually writing interesting characters to express those ideas. By creating lead characters who have personalities that are actually integral to the story (Mitsuha especially so) Shinkai has managed to make something truly engaging, something that rewards you as a viewer. As a director he’s searched for ways to explore the boundaries around love but with Kimi no Na wa he’s infused enough life into the cast to make every emotional punch really hit home. There’s enough meaningful time dedicated to building thriving landscapes around both Mitsuha and Taki that Shinkai’s film doesn’t just look pretty, it is filled with wonder. Because of this he has delivered characters who manage to be equally captivating as the jaw dropping scenery they’re within – something I’m not accustomed to seeing from his films.

The story of Kimi no Na wa certainly has its predictable moments but I’m happy to overlook them because the narrative is executed so well. There’s enough new complications added to the tale as it progresses to keep it interesting and there’s sufficient foreshadowing to make reveals incredibly satisfying. Shinkai manages to make full use of both Taki and Mitsuha’s social circles to develop their characters and make their plight something worth our time. That’s something many anime TV series struggle to do, even with plenty more runtime up their sleeve to work with.

One of the most insufferable things watching any high school anime drama is how painfully overwrought things can get when it comes to characters expressing their feelings. While Kimi no Na wa comes close at times to overstepping the mark thankfully it manages to maintain a level of sensibility. The comedy and drama is balanced refreshingly well. There’s enough light hearted moments injected in patches throughout the movie to prevent it from becoming an over-emotional burden to sit through. It would be wrong to go so far as to call the handling of the drama ‘realistic’, but it’s wonderful to sit through something that doesn’t require the characters to inundate us constantly with how they’re feeling. Shinkai’s art, character actions and expressions all do that for us.

Speaking of that art, you know it’s going to be good. You don’t need me to tell you that. There’s endless details to be found in the background art and the animation is fluid. The score is gorgeous and it feels like no expense was spared in the sound design. Now that Shinkai has crafted some memorable characters to be a part of all this lush and vivid scenery these art and sound assets don’t feel wasted. For once I feel like I’m watching one of his films where the characters and art have been treated with equal importance, instead of being unbalanced in favour of the latter.

I was initially hesitant to the idea of people calling Makoto Shinkai the next Miyazaki but if he manages to continually craft wondrous adventures like Kimi no Na wa then I can get behind the notion. However, this will be hard to top. Some would, understandably, find Kimi no Na wa a little emotionally cumbersome and easy to predict where it may be going story-wise, but the film just clicked for me. Shinkai’s spin on young love is oozing with artistic flair and packed with stirring set pieces. It is an immensely satisfying watch from start to finish.",9
96,bigctai,"Honestly, if I were to rate Your Name based on story alone, it probably would not receive the same score. It is not a mind-blowing plot, nor is it terribly intricate, nor is it wholly coherent. There are holes in the story here and there as well as some developments that are hard to believe. But all that comes second to the most important factor: how the movie makes you feel.

Watching this film is liberating. It is a beautiful story elevated through even more captivating art that provides a level of emotional stimulus simply impossible to find in a live action Hollywood movie. It is so full of raw emotion that plot becomes secondary to a single burning hope that, while timid in the beginning, erupts into an all-consuming desire.

Part of that emotion stems from the movie's authenticity and its delivery. Your Name is a depiction of adolescent freedom and agency that is raw and personal. Characters aren't drawn as archetypes or following any tropes, but as actual people who are relatable and enjoyable to watch. In addition, their reactions to the supernatural phenomena around them and their interactions with each other are all depicted in a very realistic manner. The story follows its own lively and engaging rhythm, in which well-timed comedy is juxtaposed with excruciatingly timed drama. And even more impressively, the story touches upon its themes without getting lost in them; modern meets traditional, youth meets adult, rural meets urban, all wrapped into a film about a meteor and body swap. And not a single moment feels ill-paced.

This is complemented by visceral artwork that forces one to feel his/her way through the movie in awe and a soundtrack that heightens the emotional atmosphere that the art conjures. Throughout the first and second act of the film, the movie's stunning visual and auditory components make the story that much more engaging. But come the third act is where they truly go to the next level. The shots are jaw-dropping and the music is heart-wrenching, and they both work in flawless conjunction with the story, pulling the audience along into an unforgettable and cathartic end.",10
97,likraken,"I found this to ve a very emotional film and would recommend watching it. It does not waste time in trivial things (although I wonder why Mitsuha cuts her hair? And also, I don't think it was clear why Mitsuha and Taki were specifically chosen for each other...fate?). The ending is satisfying and the movie manages to keep you engaged all the way through.",9
